TOA5	ESOLMET-CR1000	CR1000	23644	CR1000.Std.16	CPU:2021-05-21-ESOLMET-CR1000.CR1	25840	Tabla_diez_min													
TIMESTAMP	RECORD	Batt_Volt_Min	I_glo_Avg	I_dir_Avg	I_dif_Avg	AirTC_Avg	AirTC_Max	AirTC_Min	AirTC_Std	RH_Avg	RH_Max	RH_Min	RH_Std	WS_ms_Avg	WS_ms_Max	WS_ms_Min	WS_ms_Std	WindDir	CS106_PB_Avg	Rain_mm_Tot
TS	RN	Volts	W/m2	W/m2	W/m2	°C	°C	°C	°C	%	%	%	%	m/s	m/s	m/s	m/s	grados	mbar	mm
		Min	Avg	Avg	Avg	Avg	Max	Min	Std	Avg	Max	Min	Std	Avg	Max	Min	Std	Smp	Avg	Tot
18/02/2022 06:10	39282	12.56	0	0.014	0	18.1	18.24	17.97	0.05	48.44	48.94	48.01	0.179	1.177	1.7	0	0.356	350.5	877.155	0
18/02/2022 06:20	39283	12.56	0	0.001	0	17.78	18.1	17.59	0.125	49.73	50.33	48.7	0.383	1.271	2.45	0	0.523	320.9	877.1544	0
18/02/2022 06:30	39284	12.56	0	0.017	0	17.78	18	17.63	0.055	50.02	51.01	49.14	0.409	0.988	1.7	0	0.546	335.4	877.2049	0
18/02/2022 06:40	39285	12.55	0	0.001	0	17.65	17.86	17.45	0.077	50.58	51.29	49.92	0.299	0.602	1.7	0	0.58	332.8	877.0994	0
18/02/2022 06:50	39286	12.55	0	0.06	0	17.74	18.07	17.49	0.146	50.1	51.12	48.9	0.573	0.002	0.95	0	0.039	4.379	877.5075	0
18/02/2022 07:00	39287	12.55	0.037	0.237	0	17.9	18.07	17.73	0.069	50.04	51.01	48.63	0.507	1.108	2.45	0	0.619	354.5	877.7397	0
18/02/2022 07:10	39288	12.54	3.422	0.338	2.343	17.73	17.93	17.39	0.094	50.14	51.97	49.24	0.498	1.721	2.45	0.95	0.31	351.8	877.7747	0
18/02/2022 07:20	39289	12.54	14.21	37.15	9.85	17.26	17.52	16.88	0.17	51.73	53.57	50.5	0.826	2.454	3.95	1.7	0.583	340.1	877.7328	0
18/02/2022 07:30	39290	12.56	36.15	174.7	19.36	17.38	17.66	17.11	0.101	51.63	52.34	50.64	0.322	2.604	3.2	1.7	0.338	343.8	877.8876	0
18/02/2022 07:40	39291	12.69	64.86	283	27.94	18.24	18.65	17.59	0.258	48.6	50.84	47.57	0.716	2.354	3.2	1.7	0.323	350.3	878.1024	0
18/02/2022 07:50	39292	12.95	98.9	376.3	35.06	18.56	18.68	18.27	0.064	48.46	49.99	47.84	0.527	2.306	3.2	1.7	0.4	338.8	878.1293	0
18/02/2022 08:00	39293	13.21	136.4	455.8	41.13	18.35	18.61	18.1	0.13	50.09	51.05	49.51	0.39	2.203	3.2	1.7	0.432	333.7	878.1031	0
18/02/2022 08:10	39294	13.34	174.3	518.5	46.37	19.03	19.43	18.51	0.259	48.47	49.79	47.81	0.548	1.725	2.45	0.95	0.32	354	878.447	0
18/02/2022 08:20	39295	13.4	215.3	579.3	50.59	19.76	20.35	19.33	0.277	47.1	48.7	45.7	0.861	0.569	1.7	0	0.568	336	878.2759	0
18/02/2022 08:30	39296	13.38	254.3	621.3	54.5	20.74	21.58	20.25	0.338	44.53	45.97	42.84	0.735	0.256	0.95	0	0.422	1.597	878.3732	0
18/02/2022 08:40	39297	13.36	294.4	660.7	58.1	22.16	22.77	21.48	0.308	41.34	43.11	39.9	0.96	0	0	0	0	1.548	878.5208	0
18/02/2022 08:50	39298	13.34	333.2	687.7	62.23	23.62	24.27	22.67	0.492	37.73	40.01	36.22	1.154	0	0	0	0	1.548	878.6671	0
18/02/2022 09:00	39299	13.31	374.5	713	66.12	24.23	24.47	23.93	0.087	38.49	40.04	36.57	0.908	0.61	1.7	0	0.581	161.4	878.4945	0
18/02/2022 09:10	39300	13.3	417.5	739	69.84	24.41	24.71	24.1	0.132	38.28	39.39	36.8	0.619	1.505	3.2	0	0.632	172.1	878.8506	0
18/02/2022 09:20	39301	13.28	458.6	767.7	71.45	24.16	24.34	23.93	0.074	37.33	39.49	35.88	1.061	1.886	3.95	0	0.905	228.8	878.7822	0
18/02/2022 09:30	39302	13.26	499.7	796.7	72.01	23.93	24.47	23.48	0.31	36.8	37.59	35.88	0.448	1.255	3.2	0	0.828	212.2	878.6993	0
18/02/2022 09:40	39303	13.25	539.4	818	73.62	24.84	25.32	24.2	0.329	35.29	36.97	33.7	0.915	1.661	3.2	0	0.792	160.7	878.5981	0
18/02/2022 09:50	39304	13.24	577.4	839	74.75	25.67	26.04	25.22	0.195	33.18	34.42	32.06	0.532	1.568	2.45	0	0.6	171.1	879.0367	0
18/02/2022 10:00	39305	13.23	612.7	855	75.74	25.57	26.06	25.18	0.184	32.95	34.07	32.2	0.381	1.546	3.2	0	0.644	171.9	879.0569	0
18/02/2022 10:10	39306	13.22	642.8	858	78.05	26.09	26.47	25.69	0.2	32.21	33.29	31	0.579	1.735	3.95	0	0.878	134.5	879.0932	0
18/02/2022 10:20	39307	13.21	676.2	872	79.48	26.49	26.78	26.2	0.128	31.32	31.92	30.63	0.268	1.712	3.2	0	0.699	64.3	878.99	0
18/02/2022 10:30	39308	13.2	705.2	884	80.1	26.55	27.08	26.2	0.213	31.05	32.09	29.95	0.448	1.248	3.95	0	0.984	172.7	879.0009	0
18/02/2022 10:40	39309	13.19	737.1	894	81.2	26.85	27.19	26.44	0.214	30.26	31.34	29.37	0.435	2.316	4.7	0	0.677	131.6	878.9014	0
18/02/2022 10:50	39310	13.19	765.6	902	83.3	27.17	27.76	26.81	0.21	29.73	30.93	28.79	0.396	2.006	3.95	0	0.841	184.8	879.1727	0
18/02/2022 11:00	39311	13.18	791.1	911	83.7	27.26	27.73	26.71	0.289	29.81	30.87	28.85	0.464	2.185	5.45	0	1.051	171.8	878.9622	0
18/02/2022 11:10	39312	13.17	813	918	82.9	27.92	28.31	27.55	0.196	28.44	29.54	27.49	0.482	1.857	4.7	0	1.095	217.7	878.8602	0
18/02/2022 11:20	39313	13.17	833	923	82.9	27.77	28.1	27.32	0.202	28.41	29.47	27.29	0.403	1.479	3.95	0	0.917	186.1	878.8638	0
18/02/2022 11:30	39314	13.16	857	931	83.6	27.83	28.17	27.42	0.172	28.68	29.43	27.56	0.408	2.16	3.95	0	0.825	229.6	878.645	0
18/02/2022 11:40	39315	13.15	875	936	83.3	28	28.64	27.25	0.451	28.12	29.23	26.64	0.653	2.196	5.45	0	1.22	167.9	878.3671	0
18/02/2022 11:50	39316	13.15	896	950	81.6	28.36	28.88	27.72	0.254	27.29	28.14	26.54	0.368	1.881	5.45	0	1.313	272.1	878.4324	0
18/02/2022 12:00	39317	13.14	911	956	81.1	28.39	28.92	27.72	0.286	27.16	28	26.13	0.54	2.38	5.45	0	0.985	94.8	877.9158	0
18/02/2022 12:10	39318	13.14	918	955	80.8	28.94	29.36	28.61	0.21	26.23	26.95	25.48	0.353	1.709	3.95	0	0.917	180.9	877.9634	0
18/02/2022 12:20	39319	13.13	926	957	79.78	29.01	29.32	28.47	0.223	25.86	26.61	25.11	0.375	0.854	2.45	0	0.663	52.78	877.7791	0
18/02/2022 12:30	39320	13.13	933	960	79.65	29.5	30.38	28.71	0.508	25.49	26.3	24.39	0.487	1.12	3.2	0	0.912	95	877.2949	0
18/02/2022 12:40	39321	13.12	935	957	80.3	30.28	30.69	29.56	0.279	24.45	25.58	23.71	0.409	1.197	3.2	0	0.825	34.54	877.0585	0
18/02/2022 12:50	39322	13.11	941	959	80.6	29.36	29.94	28.81	0.359	25.36	26.26	24.66	0.36	2.195	4.7	0	1.095	267.8	876.9849	0
18/02/2022 13:00	39323	13.11	939	958	81.2	30.11	30.75	29.09	0.483	24.59	25.89	23.64	0.653	1.129	3.95	0	1.011	123	876.5684	0
18/02/2022 13:10	39324	13.1	935	954	81.1	31.03	31.57	30.62	0.207	23.33	24.08	22.11	0.457	1.51	5.45	0	1.299	192	876.6524	0
18/02/2022 13:20	39325	13.1	944	967	80.2	30.61	31.23	30.01	0.353	22.28	23.78	21.12	0.62	1.845	5.45	0	1.556	230.1	876.4788	0
18/02/2022 13:30	39326	13.09	937	967	78.64	30.5	31.16	29.87	0.391	21.62	22.76	20.27	0.469	1.852	4.7	0	0.97	172.3	876.0855	0
18/02/2022 13:40	39327	13.09	930	962	80.1	30.46	31.4	29.73	0.542	21.81	22.93	20.17	0.81	1.786	5.45	0	1.597	122.3	875.8314	0
18/02/2022 13:50	39328	13.09	917	955	80.3	31.16	31.54	30.24	0.344	21.03	22.28	20.13	0.495	2.713	5.45	0	1.153	226.7	875.6451	0
18/02/2022 14:00	39329	13.09	905	945	83.6	30.76	31.13	30.11	0.23	21.54	22.35	20.81	0.309	2.532	5.45	0	1.149	234.5	875.4388	0
18/02/2022 14:10	39330	13.09	891	947	82.1	30.62	31.23	30.18	0.267	21.98	22.72	21.12	0.336	1.417	3.95	0	0.831	332.1	875.2197	0
18/02/2022 14:20	39331	13.08	872	941	81.8	30.97	31.64	30.48	0.279	21.67	22.55	20.85	0.42	1.394	3.95	0	0.924	267.1	874.9734	0
18/02/2022 14:30	39332	13.08	854	934	81.2	30.67	31.64	30.28	0.346	21.85	22.65	20.78	0.37	2.117	5.45	0	0.997	207.8	874.85	0
18/02/2022 14:40	39333	13.08	832	927	81.4	31.6	32.05	31.03	0.228	21.25	21.9	20.44	0.329	2.36	4.7	0	0.988	196.3	874.2798	0
18/02/2022 14:50	39334	13.07	808	924	79.31	31.79	32.08	31.4	0.164	20.57	21.19	19.83	0.306	1.142	4.7	0	1.009	323.2	874.3444	0
18/02/2022 15:00	39335	13.07	782.3	915	78.14	32.17	32.73	31.81	0.203	20.34	21.12	19.52	0.191	1.857	5.45	0	1.166	242.2	874.0251	0
18/02/2022 15:10	39336	13.06	750.3	902	77.1	32.62	33.31	32.19	0.301	20.13	20.98	18.97	0.362	0.973	3.2	0	0.809	105.5	874.0992	0
18/02/2022 15:20	39337	13.06	722.4	895	75.25	32.63	33.07	32.25	0.193	20.04	20.75	19.35	0.273	1.136	3.95	0	0.939	144	873.9766	0
18/02/2022 15:30	39338	13.05	699.3	892	74.44	32.54	33.07	31.98	0.263	19.71	20.27	19.14	0.251	1.819	4.7	0	0.916	330.4	873.7708	0
18/02/2022 15:40	39339	13.05	661.1	874	73.12	32.9	33.41	32.42	0.239	19.43	20.06	18.43	0.374	1.924	4.7	0	0.986	85.6	873.4133	0
18/02/2022 15:50	39340	13.05	633.6	865	72.51	31.8	32.9	30.99	0.583	19.84	20.75	18.84	0.487	2.977	6.2	0	1.295	222.8	873.322	0
18/02/2022 16:00	39341	13.05	583.5	831	71.57	32.2	32.76	31.33	0.451	19.61	20.61	18.74	0.445	1.851	4.7	0	0.874	105.6	873.2083	0
18/02/2022 16:10	39342	13.05	537	791.7	70.25	32.53	32.9	31.91	0.269	19.29	20	18.67	0.264	1.715	3.95	0	0.788	100	873.1743	0
18/02/2022 16:20	39343	13.05	507.6	790.4	68.42	32.77	33.21	31.91	0.347	19.28	20.2	18.46	0.358	1.789	4.7	0	1.333	127.5	873.244	0
18/02/2022 16:30	39344	13.05	472.6	784.1	65.45	33.64	33.99	33	0.229	18.63	19.35	18.12	0.291	0.728	3.2	0	0.83	78.22	873.3147	0
18/02/2022 16:40	39345	13.05	431	756.6	62.92	33.8	34.09	33.45	0.161	18.44	19.04	17.88	0.286	1.4	4.7	0	1.032	273.9	873.1998	0
18/02/2022 16:50	39346	13.05	388.4	729.6	59.09	33.68	33.85	33.38	0.084	17.95	18.43	17.41	0.22	1.318	4.7	0	1.172	183.6	873.1106	0
18/02/2022 17:00	39347	13.05	346.7	693.2	57.4	33.02	33.41	32.8	0.129	18.42	19.04	17.58	0.359	2.278	5.45	0	0.771	168.8	873.1912	0
18/02/2022 17:10	39348	13.02	305.1	670.1	53.24	32.85	33.28	32.53	0.152	17.61	18.57	16.9	0.34	0.572	3.2	0	0.816	18.67	872.9547	0
18/02/2022 17:20	39349	12.97	262.5	631.1	49.92	33.62	34.02	33.17	0.22	17.29	18.26	16.25	0.586	1.28	3.95	0	0.902	266.6	873.1672	0
18/02/2022 17:30	39350	12.93	227.6	598.9	47.76	33.01	33.51	32.73	0.187	18.36	19.14	17.48	0.31	2.448	3.95	0.95	0.686	176.3	873.3062	0
18/02/2022 17:40	39351	12.89	190.7	568.7	43.06	32.86	33.07	32.63	0.099	18.51	18.87	17.85	0.192	1.59	3.2	0	0.899	168.5	872.9965	0
18/02/2022 17:50	39352	12.87	152.2	523.7	37.4	33.05	33.51	32.73	0.203	18.13	18.67	17.61	0.282	0.661	2.45	0	0.638	51.3	873.1754	0
18/02/2022 18:00	39353	12.86	113.1	455.5	31.02	33.16	33.48	32.9	0.12	17.8	18.63	17.1	0.372	0.824	2.45	0	0.632	179.9	873.4451	0
18/02/2022 18:10	39354	12.85	76.26	365.5	24.56	32.62	33.07	32.02	0.24	17.35	18.05	16.83	0.216	1.07	2.45	0	0.625	215.8	873.1924	0
18/02/2022 18:20	39355	12.84	42.95	251.9	16.65	31.84	32.12	31.61	0.132	17.97	18.53	17.58	0.156	0.573	2.45	0	0.735	173.5	873.3522	0
18/02/2022 18:30	39356	12.84	13.29	53.34	7.175	31.8	32.29	31.13	0.302	18.72	19.32	17.99	0.272	0.249	0.95	0	0.418	118.2	873.1301	0
18/02/2022 18:40	39357	12.83	2.152	0.002	0.937	30.76	31.3	30.21	0.257	19.7	20.88	18.97	0.559	0.054	0.95	0	0.22	116.8	873.1581	0
18/02/2022 18:50	39358	12.83	0	0	0	29.7	30.32	29.06	0.371	22.45	23.44	20.71	0.796	0.054	0.95	0	0.22	349.1	873.1582	0
18/02/2022 19:00	39359	12.82	0	0.005	0	28.96	29.23	28.68	0.132	23.08	23.64	22.18	0.266	1.2	2.45	0	0.731	340	873.4617	0
18/02/2022 19:10	39360	12.82	0	0.006	0	28.21	28.78	27.83	0.246	24.47	25.45	22.86	0.416	2.035	2.45	1.7	0.373	334.6	873.4045	0
18/02/2022 19:20	39361	12.81	0	0.005	0	27.63	27.97	27.25	0.147	25.52	26.98	24.33	0.425	2.361	3.2	1.7	0.268	340.2	873.323	0
18/02/2022 19:30	39362	12.81	0	0.001	0	26.94	27.32	26.47	0.197	26.89	27.97	25.89	0.442	2.48	3.2	1.7	0.4	341.9	873.6884	0
18/02/2022 19:40	39363	12.8	0	0	0	26.14	26.58	25.66	0.28	28.48	29.58	27.19	0.649	2.651	3.95	1.7	0.431	342.7	873.6121	0
18/02/2022 19:50	39364	12.8	0	0.009	0	25.78	26.04	25.52	0.135	28.48	29.71	27.63	0.541	3.098	4.7	1.7	0.548	351.8	873.9141	0
18/02/2022 20:00	39365	12.8	0	0.006	0	25.72	26.07	25.36	0.187	28.34	29	27.5	0.373	2.965	4.7	1.7	0.549	333	873.9857	0
18/02/2022 20:10	39366	12.79	0	0.003	0	25.35	25.49	25.18	0.053	28.89	29.24	28.62	0.102	3.003	3.95	1.7	0.545	329.6	873.9224	0
18/02/2022 20:20	39367	12.79	0	0.003	0	25.21	25.42	25.02	0.097	29.06	29.58	28.66	0.162	2.478	3.95	0.95	0.63	339.5	874.1462	0
18/02/2022 20:30	39368	12.79	0	0.007	0	25.1	25.22	24.95	0.058	29.2	29.71	28.79	0.16	2.485	3.95	0.95	0.637	338.6	874.3921	0
18/02/2022 20:40	39369	12.78	0	0.005	0	24.91	25.12	24.71	0.068	29.53	30.02	29.13	0.14	1.829	3.2	0	0.479	325.6	874.7975	0
18/02/2022 20:50	39370	12.77	0	0.001	0	24.83	24.98	24.71	0.049	29.47	29.75	29.17	0.124	0.831	2.45	0	0.651	349.4	874.8279	0
18/02/2022 21:00	39371	12.77	0	0.003	0	24.56	24.88	24.27	0.133	29.8	30.23	29.34	0.169	0.984	2.45	0	0.55	7.041	875.0894	0
18/02/2022 21:10	39372	12.76	0	0.007	0	24.2	24.4	24.03	0.075	30.23	30.6	29.92	0.139	1.292	2.45	0	0.484	342.8	875.1101	0
18/02/2022 21:20	39373	12.76	0	0.134	0	23.97	24.17	23.83	0.06	30.78	31.21	30.43	0.157	2.528	4.7	0.95	0.793	331.3	875.0442	0
18/02/2022 21:30	39374	12.76	0	0.132	0	24.17	24.41	23.86	0.111	30.8	32.78	29.92	0.743	2.628	4.7	0	1.128	164.4	875.5767	0
18/02/2022 21:40	39375	12.75	0	0.1	0	23.77	24.3	23.49	0.222	32.44	33.46	31.11	0.685	2.08	4.7	0	0.903	60.34	875.7964	0
18/02/2022 21:50	39376	12.75	0	0.526	0	25.23	25.74	24.24	0.379	29.18	31.28	27.88	0.894	1.93	4.7	0.95	0.607	354.5	875.8875	0
18/02/2022 22:00	39377	12.75	0	0.12	0	25.19	25.53	24.82	0.185	29.4	30.64	28.56	0.469	2.065	3.2	0.95	0.385	343.4	875.8947	0
18/02/2022 22:10	39378	12.74	0	0.015	0	24.94	25.16	24.64	0.114	29.45	30.4	28.9	0.399	2.245	3.2	1.7	0.364	333.6	876.2057	0
18/02/2022 22:20	39379	12.74	0	0.006	0	25.07	25.29	24.75	0.104	29.04	30.4	28.59	0.355	1.537	2.45	0	0.524	3.823	876.0634	0
18/02/2022 22:30	39380	12.73	0	0.043	0	24.61	25.02	24.27	0.178	29.85	31.49	28.49	0.828	1.934	3.2	0	0.584	335.1	875.9197	0
18/02/2022 22:40	39381	12.73	0	0.015	0	24.69	25.05	24.34	0.187	29.27	30.16	28.45	0.368	1.861	2.45	0.95	0.382	313.4	876.3776	0
18/02/2022 22:50	39382	12.73	0	0.111	0	24.75	25.09	24.41	0.173	28.77	29.27	28.01	0.327	1.665	2.45	0.95	0.479	336.9	876.3035	0
18/02/2022 23:00	39383	12.72	0	0.13	0	24.57	25.09	23.62	0.416	29.14	32.34	27.91	1.092	2.294	3.2	1.7	0.342	331.5	876.4354	0
18/02/2022 23:10	39384	12.72	0	0	0	23.2	23.69	22.87	0.147	32.44	34.86	30.87	1.007	1.333	2.45	0	0.855	309.8	876.7529	0
18/02/2022 23:20	39385	12.71	0	0.018	0	23.68	23.9	23.35	0.121	30.3	31.01	29.75	0.343	1.598	2.45	0	0.596	312.4	876.7794	0
18/02/2022 23:30	39386	12.71	0	0.022	0	23.25	23.86	22.74	0.309	31.18	32.95	29.89	0.765	2.443	3.95	0.95	0.478	332.2	876.991	0
18/02/2022 23:40	39387	12.71	0	0.021	0	22.69	23.42	22.19	0.356	32.14	33.36	30.29	0.759	2.516	3.95	1.7	0.44	346.8	876.9818	0
18/02/2022 23:50	39388	12.7	0	0.005	0	22.25	22.5	22.02	0.097	32.94	33.77	32.31	0.338	2.568	3.2	1.7	0.421	34.11	877.032	0
19/02/2022 00:00	39389	12.7	0	0.094	0	22.25	22.91	21.54	0.426	33.42	35.13	31.66	1.055	2.421	3.95	0.95	0.617	344.3	877.1133	0
19/02/2022 00:10	39390	12.69	0	0.111	0	21.82	22.36	21.44	0.239	34.24	35.2	32.82	0.734	2.475	3.95	0.95	0.588	0.194	877.2122	0
19/02/2022 00:20	39391	12.69	0	0.104	0	22.31	22.6	21.95	0.148	33.33	34.93	32.61	0.532	1.93	3.2	0	0.465	342.4	877.2521	0
19/02/2022 00:30	39392	12.69	0	0.06	0	21.96	22.4	21.51	0.212	34.43	35.99	33.33	0.773	2.019	3.2	0.95	0.398	339.7	877.2286	0
19/02/2022 00:40	39393	12.68	0	0.062	0	21.9	22.23	21.58	0.153	34.36	35.44	33.5	0.544	2.339	3.2	0.95	0.501	336.5	877.2927	0
19/02/2022 00:50	39394	12.68	0	0.138	0	22.33	22.57	22.09	0.107	33.35	34.01	32.95	0.241	2.244	3.2	1.7	0.349	0.194	877.2779	0
19/02/2022 01:00	39395	12.68	0	0.001	0	21.85	22.26	21.37	0.21	34.88	36.46	33.57	0.699	2.135	3.2	0.95	0.395	0.194	877.3834	0
19/02/2022 01:10	39396	12.67	0	0.029	0	21.36	21.71	20.96	0.195	36.37	37.96	35.07	0.734	2.314	3.2	0.95	0.515	340.9	877.4897	0
19/02/2022 01:20	39397	12.66	0	0.003	0	21.29	21.54	20.9	0.125	36.72	39.33	35.82	0.708	2.06	3.2	0.95	0.443	26.2	877.2441	0
19/02/2022 01:30	39398	12.66	0	0.001	0	20.71	21.03	20.42	0.122	39.21	40.82	37.72	0.7	1.386	2.45	0	0.548	354.5	877.1052	0
19/02/2022 01:40	39399	12.65	0	0.007	0	20.45	20.76	20.08	0.167	40.15	41.54	38.78	0.689	1.606	2.45	0	0.731	341.7	877.2607	0
19/02/2022 01:50	39400	12.65	0	0.029	0	20.37	20.66	20.04	0.125	40.34	41.85	39.12	0.665	1.967	2.45	0	0.416	346.3	877.2441	0
19/02/2022 02:00	39401	12.65	0	0.062	0	20.36	20.59	20.08	0.112	39.98	41.27	38.68	0.625	1.81	2.45	0.95	0.326	336.3	877.2355	0
19/02/2022 02:10	39402	12.64	0	0.002	0	20.15	20.52	19.87	0.137	40.98	42.02	39.43	0.629	1.345	2.45	0	0.489	348.9	877.1549	0
19/02/2022 02:20	39403	12.64	0	0.004	0	19.84	20.04	19.64	0.072	42.22	42.97	41.27	0.372	1.131	2.45	0	0.648	354.5	877.2117	0
19/02/2022 02:30	39404	12.64	0	0.048	0	19.75	19.94	19.5	0.094	42.39	43.31	41.54	0.337	1.833	2.45	0.95	0.398	348.3	877.1707	0
19/02/2022 02:40	39405	12.63	0	0.008	0	19.53	19.7	19.29	0.063	42.29	43.04	41.61	0.247	1.983	2.45	0.95	0.379	341.5	877.1216	0
19/02/2022 02:50	39406	12.63	0	0.176	0	19.6	19.94	19.36	0.116	41.34	42.39	40.04	0.585	2.194	2.45	1.7	0.356	341.3	876.9826	0
19/02/2022 03:00	39407	12.62	0	0.01	0	19.65	19.98	19.43	0.113	41.3	42.05	40.21	0.339	2.215	3.2	1.7	0.353	344	877.097	0
19/02/2022 03:10	39408	12.62	0	0.073	0	19.64	19.87	19.5	0.066	41.01	41.61	40.42	0.237	2.168	3.2	0.95	0.391	336.5	877.2119	0
19/02/2022 03:20	39409	12.61	0	0.005	0	19.41	19.84	19.16	0.187	41.72	42.32	40.48	0.468	2.065	3.2	0.95	0.38	344	877.3018	0
19/02/2022 03:30	39410	12.61	0	0.005	0	19.15	19.33	18.92	0.068	42.31	42.87	41.88	0.196	2.546	3.2	1.7	0.441	340.7	877.3416	0
19/02/2022 03:40	39411	12.61	0	0.047	0	19.14	19.33	18.92	0.077	42.22	42.77	41.68	0.254	2.875	3.95	1.7	0.43	345.1	877.0726	0
19/02/2022 03:50	39412	12.6	0	0.026	0	19.01	19.5	18.44	0.321	43.01	44.78	41.47	1.059	2.678	3.2	1.7	0.358	344.9	877.2453	0
19/02/2022 04:00	39413	12.6	0	0	0	18.44	18.58	18.24	0.054	44.36	45.02	43.82	0.232	2.82	3.2	2.45	0.375	348.3	877.4654	0
19/02/2022 04:10	39414	12.59	0	0.008	0	18.27	18.51	18.03	0.103	44.86	45.6	44.13	0.346	2.871	3.95	1.7	0.397	335.2	877.3256	0
19/02/2022 04:20	39415	12.59	0	0.017	0	18.31	18.58	18.1	0.091	44.8	45.43	44.16	0.269	2.748	3.95	1.7	0.435	339.5	877.3678	0
19/02/2022 04:30	39416	12.59	0	0.037	0	18.32	18.51	18.1	0.083	44.67	45.25	44.23	0.23	2.548	3.95	1.7	0.429	349.7	877.6779	0
19/02/2022 04:40	39417	12.58	0	0.01	0	18.21	18.48	17.86	0.165	45.15	46.07	44.3	0.518	2.5	3.2	1.7	0.426	332.6	877.8416	0
19/02/2022 04:50	39418	12.58	0	0.153	0	18.03	18.58	17.66	0.266	45.49	46.72	43.79	0.894	2.89	3.95	1.7	0.394	334.7	877.8497	0
19/02/2022 05:00	39419	12.57	0	0.015	0	17.78	18.54	17.22	0.36	47.04	48.97	44.16	1.416	1.585	3.2	0	0.968	350.5	877.62	0
19/02/2022 05:10	39420	12.56	0	0.017	0	17.73	18.1	17.25	0.233	46.91	48.53	45.9	0.723	1.464	2.45	0.95	0.387	347.6	877.7599	0
19/02/2022 05:20	39421	12.56	0	0.228	0	18	18.2	17.73	0.081	46.42	47.64	45.73	0.463	2.225	3.2	0.95	0.532	346.3	877.8187	0
19/02/2022 05:30	39422	12.56	0	0.084	0	17.73	17.97	17.52	0.097	48.1	48.59	47.57	0.253	2.854	3.95	2.45	0.376	330.9	878.0109	0
19/02/2022 05:40	39423	12.56	0	0.254	0	18.19	18.55	17.73	0.225	47.66	48.66	46.75	0.586	2.909	3.95	1.7	0.373	346.1	878.0038	0
19/02/2022 05:50	39424	12.55	0	0.109	0	18.05	18.34	17.8	0.125	48.49	49.38	47.54	0.514	3.173	3.95	2.45	0.314	340.7	878.2512	0
19/02/2022 06:00	39425	12.55	0	0.065	0	18.05	18.24	17.86	0.061	49.4	50.2	48.6	0.46	2.643	3.95	1.7	0.469	345.5	878.117	0
19/02/2022 06:10	39426	12.55	0	0.002	0	17.66	18.07	17.35	0.162	51.16	52.28	49.82	0.582	2.553	3.2	1.7	0.316	342.8	878.2232	0
19/02/2022 06:20	39427	12.54	0	0.016	0	17.28	17.52	17.05	0.104	52.5	53.09	51.8	0.346	2.778	3.95	1.7	0.377	300.1	878.3502	0
19/02/2022 06:30	39428	12.54	0	0.003	0	17.18	17.42	17.01	0.07	52.73	53.09	52.17	0.153	2.943	3.95	2.45	0.369	354.3	878.5778	0
19/02/2022 06:40	39429	12.54	0	0.085	0	17.09	17.49	16.71	0.182	52.99	54.25	51.7	0.731	2.713	3.95	0	0.689	0.194	878.4792	0
19/02/2022 06:50	39430	12.53	0	0.075	0	16.91	17.08	16.67	0.077	52.98	53.95	52.27	0.364	2.935	3.95	1.7	0.386	351.9	878.7861	0
19/02/2022 07:00	39431	12.53	0.06	0.223	0.002	17.21	17.46	16.81	0.13	51.45	53.13	50.57	0.526	2.785	3.95	1.7	0.427	348.2	878.769	0
19/02/2022 07:10	39432	12.53	4.087	0.016	2.58	16.87	17.42	16.4	0.308	52.87	54.5	50.71	1.115	2.261	3.2	1.7	0.371	344.2	879.02	0
19/02/2022 07:20	39433	12.53	16.1	50.73	10.48	16.46	16.58	16.3	0.055	53.32	53.88	52.79	0.19	2.319	3.2	1.7	0.325	347.7	879.2053	0
19/02/2022 07:30	39434	12.56	40.64	212.3	20	16.51	16.75	16.3	0.089	52.67	53.37	51.7	0.377	2.115	3.2	0.95	0.413	351.9	879.3582	0
19/02/2022 07:40	39435	12.73	71.42	324.3	28.37	16.83	17.26	16.51	0.159	51.43	53.13	49.55	0.732	2.123	3.2	0.95	0.415	331.8	879.3506	0
19/02/2022 07:50	39436	13.05	106.2	415	35.91	17.64	18	17.22	0.177	48.59	49.62	47.57	0.493	1.538	2.45	0.95	0.37	336.7	879.454	0
19/02/2022 08:00	39437	13.26	142.9	482.6	42.36	18.44	19.3	17.73	0.477	45.19	48.77	40.52	2.425	1.21	3.2	0	0.597	255.1	879.5457	0
19/02/2022 08:10	39438	13.36	181.7	536.5	48.87	19.58	20.01	19.3	0.171	41.25	43.24	39.16	0.951	1.795	3.2	0	0.555	254.2	879.7836	0
19/02/2022 08:20	39439	13.41	220.5	579.5	53.8	20.36	20.69	19.84	0.18	37.92	39.73	36.8	0.549	1.732	3.2	0	0.515	255.3	879.9851	0
19/02/2022 08:30	39440	13.39	263.5	625	58.48	20.59	20.86	20.45	0.083	37.31	39.02	36.33	0.475	2.32	3.95	0	0.709	228.5	880.1231	0
19/02/2022 08:40	39441	13.37	306.6	664.5	62.92	20.69	20.79	20.56	0.041	37.01	37.59	36.29	0.297	2.68	4.7	1.7	0.546	227	880.0588	0
19/02/2022 08:50	39442	13.35	349.1	697.2	66.87	20.8	21.2	20.52	0.16	36.72	37.86	34.93	0.457	2.928	4.7	0	0.67	194.7	880.1149	0
